,locution_conclusion,locution_premise,conclusion,premise,connection,nodeset_id,id_conclusion,id_premise,id_connection,argument_linked,speaker_conclusion,speaker_premise,speaker
210,"MT : But going back to a personal level, I do believe that as a society we had created a set of social norms and values which protected us from our innate short-termism",MT : Human beings are not very good at the long-term,as a society we had created a set of social norms and values which protected us from our innate short-termism,Human beings are not very good at the long-term,Default Inference,nodeset6166,34075,34076,114657,False,MT,MT,MT
211,"MB : And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?","Clifford : In general, society does","xxx is who suffers most from the lack of moral hazard, the perceived lack of moral hazard","In general, society does",Default Rephrase,nodeset6166,114670,34146,114676,False,MB,Clifford,Clifford
212,"MB : And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?","CF : In general, society does","xxx is who suffers most from the lack of moral hazard, the perceived lack of moral hazard","In general, society does",Default Rephrase,nodeset6166,114670,34146,114676,False,MB,CF,CF
213,"MB : And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?","Clifford : In general, society does","xxx is who suffers most from the lack of moral hazard, the perceived lack of moral hazard","In general, society does",Default Rephrase,nodeset6166,114670,34146,114676,False,MB,Clifford,Clifford
214,"MB : And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?","CF : In general, society does","xxx is who suffers most from the lack of moral hazard, the perceived lack of moral hazard","In general, society does",Default Rephrase,nodeset6166,114670,34146,114676,False,MB,CF,CF
215,"Clifford : In general, society does","MB : Sorry, benefit or...?","In general, society does",society benefits/ society suffers,Default Rephrase,nodeset6166,34146,114680,114682,False,Clifford,MB,Clifford
216,"CF : In general, society does","MB : Sorry, benefit or...?","In general, society does",society benefits/ society suffers,Default Rephrase,nodeset6166,34146,114680,114682,False,CF,MB,CF
217,MT :  And it seems to me that that’s a distinction that we’ve somehow lost.,"MP : I think a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”",that’s a distinction that we’ve somehow lost,"a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”",Default Inference,nodeset6174,114757,114758,114769,False,MT,MP,MP
218,MB : Can you lend me a fiver Michael?,"MP : I think a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”",Michael Portillo should lend Michael Buerk a fiver,"a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”",Default Inference,nodeset6174,114759,114758,114771,False,MB,MP,MB
219,"SR : I didn’t mean to say that, if it came across as that, at all",SR : No,"SR didn’t mean to say that, if it came across as that, at all",it's not a very important thing to do,RA,nodeset6197,114780,30151,114782,False,SR,SR,SR
220,SR : What worries me is that we are getting to the point where debt is simply going out of control,"MP : household debt is about £55,000",we are getting to the point where debt is simply going out of control,"household debt is about £55,000",RA,nodeset6197,30161,30164,114789,False,SR,MP,MP
221,"MP : I mean, first of all, do you think it’s a very important thing to do?",SR : No,it’s / it's not a very important thing to do,it's not a very important thing to do,Default Rephrase,nodeset6197,114775,30151,114792,False,MP,SR,SR
222,"SR : I didn’t mean to say that, if it came across as that, at all",SR : What worries me is that we are getting to the point where debt is simply going out of control,"SR didn’t mean to say that, if it came across as that, at all",we are getting to the point where debt is simply going out of control,Default Inference,nodeset6197,114780,30161,114794,False,SR,SR,SR
223,MP : Why be so worried about restoring stigma?,"SR : Well, what I don’t want to see is a return necessarily to debtors’ prison",SR should not be so worried about restoring stigma,what SR doesn't want to see is a return necessarily to debtors’ prison,Default Conflict,nodeset6215,115044,115046,115049,True,MP,SR,SR
224,MP : Why be so worried about restoring stigma?,"MP : I mean, I would have thought quite broadly in society, some of the problems we have is that behaviours which are self-destructive, and also anti-social, are not stigmatised",SR should not be so worried about restoring stigma,"quite broadly in society, some of the problems we have is that behaviours which are self-destructive, and also anti-social, are not stigmatised",Default Inference,nodeset6215,115044,30220,115060,False,MP,MP,MP
225,MP : Why be so worried about restoring stigma?,SR : But I don’t think we’re even facing up to the actual problem,SR should not be so worried about restoring stigma,we aren't even facing up to the actual problem,Default Conflict,nodeset6215,115044,30236,115049,True,MP,SR,SR
226,SR : But I don’t think we’re even facing up to the actual problem,"SR : You talk about this £55,000 of debt",we aren't even facing up to the actual problem,"MP : £55,000 of debt",Default Inference,nodeset6215,30236,30241,115064,True,SR,SR,SR
227,SR : But I don’t think we’re even facing up to the actual problem,"Morgan Stanley have pointed out if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income",we aren't even facing up to the actual problem,"Morgan Stanley : if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income",Default Inference,nodeset6215,30236,115067,115064,True,SR,SR,SR
228,"MP : £55,000 of debt","Morgan Stanley : if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income","£55,000 of debt","if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income",Default Conflict,nodeset6215,30239,30244,115072,False,MP,Morgan Stanley,Morgan Stanley
229,"SR : That means that every single man, woman and child in this country is now £240,000 in debt","Morgan Stanley : if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income","every single man, woman and child in this country is now £240,000 in debt","if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income",Default Inference,nodeset6215,30253,30244,115075,False,SR,Morgan Stanley,SR
230,SR : But I don’t think we’re even facing up to the actual problem,"SR : That means that every single man, woman and child in this country is now £240,000 in debt",we aren't even facing up to the actual problem,"every single man, woman and child in this country is now £240,000 in debt",Default Inference,nodeset6215,30236,30253,115064,True,SR,SR,SR
231,"SR : And if you just take the taxpayers, that is half a million pounds of debt that we all have","Morgan Stanley : if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income","if you just take the taxpayers, that is half a million pounds of debt that we all have","if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income",Default Inference,nodeset6215,30260,30244,115078,False,SR,Morgan Stanley,SR
232,SR : But I don’t think we’re even facing up to the actual problem,"SR : And if you just take the taxpayers, that is half a million pounds of debt that we all have",we aren't even facing up to the actual problem,"if you just take the taxpayers, that is half a million pounds of debt that we all have",Default Inference,nodeset6215,30236,30260,115064,True,SR,SR,SR
233,SR : Now it’s not necessarily solely a moral question,"SR : And if you just take the taxpayers, that is half a million pounds of debt that we all have",it’s not necessarily solely a moral question,"if you just take the taxpayers, that is half a million pounds of debt that we all have",Default Inference,nodeset6215,115055,30260,115080,False,SR,SR,SR
234,SR : But I don’t think we’re even facing up to the actual problem,SR : Now it’s not necessarily solely a moral question,we aren't even facing up to the actual problem,it’s not necessarily solely a moral question,Default Inference,nodeset6215,30236,115055,115064,True,SR,SR,SR
235,SR : But that has become incredibly dangerous and insupportable.,SR : I know we’re here to discuss the morality,that has become incredibly dangerous and insupportable,we’re here to discuss the morality,Default Inference,nodeset6215,30266,115082,115087,True,SR,SR,SR
236,SR : But that has become incredibly dangerous and insupportable.,SR : Now it’s not necessarily solely a moral question,that has become incredibly dangerous and insupportable,it’s not necessarily solely a moral question,Default Inference,nodeset6215,30266,115055,115087,True,SR,SR,SR
237,SR : But that has become incredibly dangerous and insupportable.,"SR : And it is because, I think, debt certainly was not stigmatised that we’ve somehow allowed ourselves to go along with it",that has become incredibly dangerous and insupportable,it is because debt certainly was not stigmatised that we’ve somehow allowed ourselves to go along with it,Default Inference,nodeset6215,30266,115089,115087,True,SR,SR,SR
238,JL : That seems to me to be beneficial,JL : It raises living standards,That seems to be beneficial,It raises living standards,RA,nodeset6216,115095,30688,115099,False,JL,JL,JL
239,JL :  I don’t buy that at all,JL : I think that credit raises living standards,JL doesn’t buy that at all,credit raises living standards,RA,nodeset6216,30703,30706,115105,True,JL,JL,JL
240,JL : It’s beneficial to people,JL : because it allows them to fund today’s purchases out of their future income,It’s beneficial to people,it allows them to fund today’s purchases out of their future income,RA,nodeset6216,30715,30721,115111,False,JL,JL,JL
241,JL : That seems to me to be beneficial,"JL : So, if I want a washing machine, I have to go to the launderette every week at the moment and spend several pounds in the launderette.",That seems to be beneficial,"if I want a washing machine, I have to go to the launderette every week at the moment and spend several pounds in the launderette",Default Inference,nodeset6216,115095,30677,115114,True,JL,JL,JL
242,JL : That seems to me to be beneficial,"JL : But, if I buy the washing machine, on credit, I can have my own washing machine, for pretty much the same amount of money that I'm spending in the launderette",That seems to be beneficial,"if I buy the washing machine, on credit, I can have my own washing machine, for pretty much the same amount of money that I'm spending in the launderette",Default Inference,nodeset6216,115095,30680,115114,True,JL,JL,JL
243,"JL : And this idea of usury has been – well, it’s been fiddled, hasn’t it, over the years?",JL : It raises living standards,this idea of usury has been fiddled over the years,It raises living standards,Default Inference,nodeset6216,30694,30688,115117,False,JL,JL,JL
244,"JL : Because why did we have money lenders from one religious persuasion unable to lend to their own persuasion, but happily would lend to those of another religious persuasion?","JL : And this idea of usury has been – well, it’s been fiddled, hasn’t it, over the years?","we had money lenders from one religious persuasion unable to lend to their own persuasion, but happily would lend to those of another religious persuasion",this idea of usury has been fiddled over the years,Default Inference,nodeset6216,30697,30694,115120,False,JL,JL,JL
245,JL :  I don’t buy that at all,JL : It’s beneficial to people,JL doesn’t buy that at all,It’s beneficial to people,RA,nodeset6216,30703,30715,115105,True,JL,JL,JL
246,"CL : Well, I think that’s slightly disingenuous, if I may say so",CL : Only a desperate person would agree to pay the sort of exorbitant interest rates that are applied by the people you represent,that’s slightly disingenuous,Only a desperate person would agree to pay the sort of exorbitant interest rates that are applied by the people JL represents,RA,nodeset6217,30727,30730,115126,False,CL,CL,CL
247,"CL : So this activity is, in fact, taking a very unfair advantage of people in a moment of great weakness","JL : Oh, I don’t think that’s true at all","this activity is, in fact, taking a very unfair advantage of people in a moment of great weakness",this activity is not taking advantage of people in a moment of great weakness,CA,nodeset6217,30736,30742,115130,False,CL,JL,JL
248,"JL : Oh, I don’t think that’s true at all",JL : You don’t pay an interest rate,this activity is not taking advantage of people in a moment of great weakness,You don’t pay an interest rate,RA,nodeset6217,30742,30748,115135,False,JL,JL,JL
249,JL : You don’t pay an interest rate,JL : The interest rate varies by the amount of the charge for the credit but also the time over which you repay it,You don’t pay an interest rate,The interest rate varies by the amount of the charge for the credit but also the time over which you repay it,RA,nodeset6217,30748,30754,115139,False,JL,JL,JL
250,"CL : So this activity is, in fact, taking a very unfair advantage of people in a moment of great weakness",CL : Only a desperate person would agree to pay the sort of exorbitant interest rates that are applied by the people you represent,"this activity is, in fact, taking a very unfair advantage of people in a moment of great weakness",Only a desperate person would agree to pay the sort of exorbitant interest rates that are applied by the people JL represents,Default Inference,nodeset6217,30736,30730,115144,False,CL,CL,CL
251,JL : The interest rate varies by the amount of the charge for the credit but also the time over which you repay it,"JL : So if you borrow some money from me, and you pay it back very quickly, the interest rate will be much higher than if you pay it back over a long period",The interest rate varies by the amount of the charge for the credit but also the time over which you repay it,"if you borrow some money from me, and you pay it back very quickly, the interest rate will be much higher than if you pay it back over a long period",Default Inference,nodeset6217,30754,30760,115147,True,JL,JL,JL
252,JL : The interest rate varies by the amount of the charge for the credit but also the time over which you repay it,JL : But the amount it costs you is exactly the same,The interest rate varies by the amount of the charge for the credit but also the time over which you repay it,the amount it costs you is exactly the same,Default Inference,nodeset6217,30754,30766,115147,True,JL,JL,JL
253,"CL : But we’re talking about vastly enormous interest rates, aren’t we?",CL : We’re not talking of single figures,we’re talking about vastly enormous interest rates,We’re not talking of single figures,RA,nodeset6218,30769,30772,115152,True,CL,CL,CL
254,"CL : But we’re talking about vastly enormous interest rates, aren’t we?","CL : We’re talking hundreds, if not thousands, of per cent, aren’t we?",we’re talking about vastly enormous interest rates,"We’re talking hundreds, if not thousands, of per cent",RA,nodeset6218,30769,30778,115152,True,CL,CL,CL
255,"CL : We’re talking hundreds, if not thousands, of per cent, aren’t we?",JL : Because they’re very short-term loans,"We’re talking hundreds, if not thousands, of per cent",they’re very short-term loans,Default Inference,nodeset6218,30778,30781,115163,False,CL,JL,JL
256,JL : Because they’re very short-term loans,"JL : if you borrowed £200 from me, and in 30 days time you pay back £250, the interest rate on that is 1,413.01%",they’re very short-term loans,"if you borrowed £200 from me, and in 30 days time you pay back £250, the interest rate on that is 1,413.01%",Default Inference,nodeset6218,30781,30787,115166,True,JL,JL,JL
257,JL : Because they’re very short-term loans,JL : But if you pay me back the same amount of money in six months time the interest rate is only 57.3%.,they’re very short-term loans,if you pay me back the same amount of money in six months time the interest rate is only 57.3%.,Default Inference,nodeset6218,30781,30802,115166,True,JL,JL,JL
258,JL : Because they’re very short-term loans,JL : And if you take a year to pay it back it goes down,they’re very short-term loans,if you take a year to pay it back it goes down,Default Inference,nodeset6218,30781,30805,115166,True,JL,JL,JL
259,"JL : Well, I don’t think you’d use that argument to explain the reason, for example, why we have an increase in obesity, and claim that the supermarkets are exploiting people’s desire for food","MT : We have indeed required those products to have very large warnings on them, telling people about their salt and fat content","you’d not use that argument to explain the reason, for example, why we have an increase in obesity, and claim that the supermarkets are exploiting people’s desire for food","We have indeed required those products to have very large warnings on them, telling people about their salt and fat content",CA,nodeset6219,30871,30874,115178,True,JL,MT,MT
260,"JL : Well, I don’t think you’d use that argument to explain the reason, for example, why we have an increase in obesity, and claim that the supermarkets are exploiting people’s desire for food",MT : And we don’t allow them to say things which are misleading,"you’d not use that argument to explain the reason, for example, why we have an increase in obesity, and claim that the supermarkets are exploiting people’s desire for food",we don’t allow them to say things which are misleading,CA,nodeset6219,30871,30883,115178,True,JL,MT,MT
261,MT : The constant need for government to regulate your industry,MT : because every few years you find a new way of preying on people’s inability really to understand complex financial products?,The constant need for government to regulate JL'S industry,every few years JL's industry finds a new way of preying on people’s inability really to understand complex financial products,Default Inference,nodeset6219,115170,115172,115184,False,MT,MT,MT
262,MT : The constant need for government to regulate your industry,"MT : Pensions mis-selling for example, hidden credit card charges?",The constant need for government to regulate JL'S industry,"Pensions mis-selling for example, hidden credit card charges",Default Inference,nodeset6219,115170,30859,115186,False,MT,MT,MT
263,"JL : Well, I don’t think you’d use that argument to explain the reason, for example, why we have an increase in obesity, and claim that the supermarkets are exploiting people’s desire for food","MT : We have indeed required those products to have very large warnings on them, telling people about their salt and fat content","you’d not use that argument to explain the reason, for example, why we have an increase in obesity, and claim that the supermarkets are exploiting people’s desire for food","People have indeed required those products to have very large warnings on them, telling people about their salt and fat content",Default Conflict,nodeset6219,30871,115184,115188,False,JL,MT,JL
264,MT : We don’t allow fatty products to say they're healthy,MT : And we don’t allow them to say things which are misleading,We don’t allow fatty products to say they're healthy,we don’t allow them to say things which are misleading,Default Inference,nodeset6219,30886,30883,115190,False,MT,MT,MT
265,"MT : And then very, very quickly you’ll be lured into paying a very large charge","MT : Now, underneath that, in small print, it becomes absolutely clear that you’ll be paying all sorts of charges","then very, very quickly you’ll be lured into paying a very large charge","underneath that, in small print, it becomes absolutely clear that you’ll be paying all sorts of charges",RA,nodeset6220,30903,30899,115199,False,MT,MT,MT
266,MT : Why is that irresponsible?,MT : I’ve got all the information there in front of me,that is not irresponsible,MT's got all the information there in front of him,RA,nodeset6220,30918,115203,115207,False,MT,MT,MT
267,MT : Why is that irresponsible?,JL : The consumer credit industry is very highly regulated,that is not irresponsible,The consumer credit industry is very highly regulated,RA,nodeset6220,30918,30927,115212,False,MT,JL,JL
268,MT : Do you think it’s responsible to encourage people to mis-read something like that?,"MT : Now, underneath that, in small print, it becomes absolutely clear that you’ll be paying all sorts of charges",it’s not responsible to encourage people to mis-read something like that,"underneath that, in small print, it becomes absolutely clear that you’ll be paying all sorts of charges",Default Inference,nodeset6220,30909,30899,115217,True,MT,MT,MT
269,MT : Do you think it’s responsible to encourage people to mis-read something like that?,"MT : And then very, very quickly you’ll be lured into paying a very large charge",it’s not responsible to encourage people to mis-read something like that,"then very, very quickly you’ll be lured into paying a very large charge",Default Inference,nodeset6220,30909,30903,115217,True,MT,MT,MT
270,MT : I’ve got all the information there in front of me,MT : I've got in front of me a letter from a credit card company,MT's got all the information there in front of him,MT's got in front of me a letter from a credit card company,Default Inference,nodeset6220,115203,30894,115219,False,MT,MT,MT
271,JL : The regulations have been over-hauled three times in the last decade,JL : The consumer credit industry is very highly regulated,The regulations have been over-hauled three times in the last decade,The consumer credit industry is very highly regulated,Default Inference,nodeset6220,30933,30927,115222,False,JL,JL,JL
272,"CL : Isn’t the big underlying moral problem with a debt-based free market economy that when it goes bad, as it does tend to do, it’s always the poor that gets the blame?",JW : I don’t think anyone’s blaming the poor,"the big underlying moral problem with a debt-based free market economy is that when it goes bad, as it does tend to do, it’s always the poor that gets the blame",nobody’s blaming the poor,CA,nodeset6221,31746,31749,115227,False,CL,JW,JW
273,"CL : Isn’t the big underlying moral problem with a debt-based free market economy that when it goes bad, as it does tend to do, it’s always the poor that gets the blame?","CL : But that’s a big moral problem, isn’t it?","the big underlying moral problem with a debt-based free market economy is that when it goes bad, as it does tend to do, it’s always the poor that gets the blame",that’s a big moral problem,Default Rephrase,nodeset6221,31746,31764,115234,False,CL,CL,CL
274,JW : It is a moral problem.,JW :  And it’s derived again from the tendency towards bail-outs.,It is a moral problem.,it’s derived again from the tendency towards bail-outs.,RA,nodeset6221,31770,31776,115240,False,JW,JW,JW
275,"CL : Isn’t the big underlying moral problem with a debt-based free market economy that when it goes bad, as it does tend to do, it’s always the poor that gets the blame?",JW : You mean it’s the poor who suffer,"the big underlying moral problem with a debt-based free market economy is that when it goes bad, as it does tend to do, it’s always the poor that gets the blame",it’s the poor who suffer,Default Rephrase,nodeset6221,31746,31755,115243,False,CL,JW,JW
276,"JW : So the reason banks take excessive risk is that they don’t pay the price for that risk-taking, because of the government guarantee",JW :  And it’s derived again from the tendency towards bail-outs.,"the reason banks take excessive risk is that they don’t pay the price for that risk-taking, because of the government guarantee",it’s derived again from the tendency towards bail-outs.,Default Inference,nodeset6221,115248,31776,115253,False,JW,JW,JW
277,JW : So the cost of bank borrowing doesn’t rise as the bank gets riskier,"JW : So the reason banks take excessive risk is that they don’t pay the price for that risk-taking, because of the government guarantee",the cost of bank borrowing doesn’t rise as the bank gets riskier,"the reason banks take excessive risk is that they don’t pay the price for that risk-taking, because of the government guarantee",Default Inference,nodeset6221,115255,115248,115260,False,JW,JW,JW
278,"JW : Now, what happens under our current system of guarantees is if I lend money to a bank, which then lends it on recklessly, I don’t lose money when the bank fails",JW : The government comes and bails me out,"what happens under our current system of guarantees is if I lend money to a bank, which then lends it on recklessly, I don’t lose money when the bank fails",The government comes and bails me out,RA,nodeset6222,31806,31810,115270,True,JW,JW,JW
279,"JW : Now, what happens under our current system of guarantees is if I lend money to a bank, which then lends it on recklessly, I don’t lose money when the bank fails",JW : The people who lose money are the taxpayers,"what happens under our current system of guarantees is if I lend money to a bank, which then lends it on recklessly, I don’t lose money when the bank fails",The people who lose money are the taxpayers,RA,nodeset6222,31806,31816,115270,True,JW,JW,JW
280,JW : So taxpayers are pretty broad based,JW : They're average people on the whole,taxpayers are pretty broad based,They're average people on the whole,RA,nodeset6222,31821,31824,115276,False,JW,JW,JW
281,JW : we have an excessive amount of lending,"JW : because the people who are doing the lending, and doing the borrowing, are in receipt of a tax funded subsidy for that activity",we have an excessive amount of lending,"the people who are doing the lending, and doing the borrowing, are in receipt of a tax funded subsidy for that activity",RA,nodeset6222,31839,31843,115283,False,JW,JW,JW
282,CL : explain to me how in a different system the poor would not get the blame. They would not come off worse,"JW : If I lend you money, I'm taking a risk",xxx is how in a different system the poor would not get the blame and is how they would not come off worse,"If I lend you money, I'm taking a risk",Default Rephrase,nodeset6222,115262,31800,115284,True,CL,JW,JW
283,CL : explain to me how in a different system the poor would not get the blame. They would not come off worse,JW : And I should carry that risk,xxx is how in a different system the poor would not get the blame and is how they would not come off worse,I should carry that risk,Default Rephrase,nodeset6222,115262,31803,115284,True,CL,JW,JW
284,CL : explain to me how in a different system the poor would not get the blame. They would not come off worse,"JW : Now, what happens under our current system of guarantees is if I lend money to a bank, which then lends it on recklessly, I don’t lose money when the bank fails",xxx is how in a different system the poor would not get the blame and is how they would not come off worse,"what happens under our current system of guarantees is if I lend money to a bank, which then lends it on recklessly, I don’t lose money when the bank fails",Default Rephrase,nodeset6222,115262,31806,115284,True,CL,JW,JW
285,JW : So taxpayers are pretty broad based,JW : The people who lose money are the taxpayers,taxpayers are pretty broad based,The people who lose money are the taxpayers,Default Inference,nodeset6222,31821,31816,115287,False,JW,JW,JW
286,JW : And this cost is forced onto them,JW : So taxpayers are pretty broad based,this cost is forced onto them,taxpayers are pretty broad based,Default Inference,nodeset6222,31830,31821,115290,False,JW,JW,JW
287,JW : we have an excessive amount of lending,"JW :  That is the source of the subsidy in the lending world, in banking",we have an excessive amount of lending,"That is the source of the subsidy in the lending world, in banking",Default Inference,nodeset6222,31839,31836,115292,False,JW,JW,JW
288,ND : I’d like people not to have to pay their debts,MB : Where’s the morality in that?,people should not have to pay their debts,there's no morality in that,Default Conflict,nodeset6223,115303,115309,115313,False,ND,MB,MB
289,MB : Where’s the morality in that?,ND :  But I think what we say is that this isn’t simply a matter of individual morality,there's no morality in that,what the Jubilee Debt Campaign says is that this isn’t simply a matter of individual morality,Default Rephrase,nodeset6223,115309,115299,115319,False,MB,ND,MB
290,ND :  But I think what we say is that this isn’t simply a matter of individual morality,"ND : Debt is used time and again as a set of economic decisions, and political decisions, to achieve certain things in society",what the Jubilee Debt Campaign says is that this isn’t simply a matter of individual morality,"Debt is used time and again as a set of economic decisions, and political decisions, to achieve certain things in society",Default Inference,nodeset6223,115299,32471,115322,False,ND,ND,ND
291,"ND :  And very often what high levels of debt can mean, and especially when the debt is on very unjust terms, is a massive redistribution of wealth in society, from the poorest to the richest.","ND : Debt is used time and again as a set of economic decisions, and political decisions, to achieve certain things in society","very often what high levels of debt can mean, and especially when the debt is on very unjust terms, is a massive redistribution of wealth in society, from the poorest to the richest.","Debt is used time and again as a set of economic decisions, and political decisions, to achieve certain things in society",Default Inference,nodeset6223,31321,32471,115325,False,ND,ND,ND
292,MT : And so we have a system dominated not by productive capitalism but by finance capitalism and consumer capitalism,"MT : And if the best way of making money is to encourage people to take out debts that they can’t afford, the best way to make money is to encourage people to take out mortgages they can’t afford, then that is what capitalism has reverted to",we have a system dominated not by productive capitalism but by finance capitalism and consumer capitalism,"if the best way of making money is to encourage people to take out debts that they can’t afford, the best way to make money is to encourage people to take out mortgages they can’t afford, then that is what capitalism has reverted to",RA,nodeset6224,32181,32178,115330,False,MT,MT,MT
293,CL : but money’s got to find somewhere,CL : It can’t just sit there,money’s got to find somewhere,It can’t just sit there,RA,nodeset6224,32199,32205,115336,True,CL,CL,CL
294,CL : but money’s got to find somewhere,CL : It’s going to have to find someone who will borrow it,money’s got to find somewhere,It’s going to have to find someone who will borrow it,RA,nodeset6224,32199,32211,115336,True,CL,CL,CL
295,CL : So the push is coming from the people with the money,CL : And why are they pushing?,the push is coming from the people with the money,they are pushing,MA,nodeset6224,32214,32220,115342,False,CL,CL,CL
296,CL : And why are they pushing?,CL : Because they make more money out of it,they are pushing,they make more money out of it,RA,nodeset6224,32220,32223,115346,False,CL,CL,CL
297,"MT : And it seems to be odd that Jamie Whyte talks about culture so much, and doesn’t refer to the cultural norms that are created by the dominance of those models.",MT : And so we have a system dominated not by productive capitalism but by finance capitalism and consumer capitalism,"it seems to be odd that JW talks about culture so much, and doesn’t refer to the cultural norms that are created by the dominance of those models",we have a system dominated not by productive capitalism but by finance capitalism and consumer capitalism,Default Inference,nodeset6224,32187,32181,115353,False,MT,MT,MT
298,"MT : And if the best way of making money is to encourage people to take out debts that they can’t afford, the best way to make money is to encourage people to take out mortgages they can’t afford, then that is what capitalism has reverted to",JW : it would not be in the interest of banks to lend money to people who can’t afford to repay it. Unless the banks knew that someone else was going to meet their problem,"if the best way of making money is to encourage people to take out debts that they can’t afford, the best way to make money is to encourage people to take out mortgages they can’t afford, then that is what capitalism has reverted to",it would not be in the interest of banks to lend money to people who can’t afford to repay it. Unless the banks knew that someone else was going to meet their problem,Default Conflict,nodeset6224,32178,115357,115364,False,MT,JW,MT
299,JW : it would not be in the interest of banks to lend money to people who can’t afford to repay it. Unless the banks knew that someone else was going to meet their problem,CL : but money’s got to find somewhere,it would not be in the interest of banks to lend money to people who can’t afford to repay it. Unless the banks knew that someone else was going to meet their problem,money’s got to find somewhere,Default Rephrase,nodeset6224,115357,32199,115371,False,JW,CL,CL
300,CL : So the push is coming from the people with the money,CL : It’s going to have to find someone who will borrow it,the push is coming from the people with the money,It’s going to have to find someone who will borrow it,Default Inference,nodeset6224,32214,32211,115373,False,CL,CL,CL
301,CL : Because they make more money out of it,"CL : So, in fact, if you’ve got money you can get more money",they make more money out of it,if you’ve got money you can get more money,Default Inference,nodeset6224,32223,32232,115376,False,CL,CL,CL
302,"CL : So, in fact, if you’ve got money you can get more money",CL : That seems to me the essentially unjust element in this whole transaction,if you’ve got money you can get more money,That is the essentially unjust element in this whole transaction,Default Rephrase,nodeset6224,32232,32238,115378,False,CL,CL,CL
303,"MB : Michael Portillo, are you a saver or a debtor?",MP : I'm both.,Michael Portillo is a saver / a debtor,MP's both.,Default Rephrase,nodeset6225,115380,69382,115386,False,MB,MP,MP
304,MP : I'm both.,"MP : I have some savings, and I have some borrowings as well .",MP's both.,"MP has some savings, and MP has some borrowings as well .",Default Inference,nodeset6225,69382,69383,115389,False,MP,MP,MP
305,MP : And that would lead me to say that not all debt is bad,"MP : I have some savings, and I have some borrowings as well .",not all debt is bad,"MP has some savings, and MP has some borrowings as well .",RA,nodeset6225,26764,69383,115393,False,MP,MP,MP
306,MP : And I think that does undermine the moral fibre of a country,"MP : But to speak in quite old-fashioned terms, I think that we do have a culture of profligacy and fecklessness",that does undermine the moral fibre of a country,we do have a culture of profligacy and fecklessness,RA,nodeset6225,26770,26769,115403,False,MP,MP,MP
307,MP : they're having to rely on others,MP : It means a lot of people are making no provision for their future,they're having to rely on others,a lot of people are making no provision for their future,RA,nodeset6225,26772,26771,115405,False,MP,MP,MP
308,MP : It means a lot of people are making no provision for their future,"MP : But to speak in quite old-fashioned terms, I think that we do have a culture of profligacy and fecklessness",a lot of people are making no provision for their future,we do have a culture of profligacy and fecklessness,Default Inference,nodeset6225,26771,26769,115415,False,MP,MP,MP
309,MP : And they’re descending personally into financial chaos,MP : It means a lot of people are making no provision for their future,they’re descending personally into financial chaos,a lot of people are making no provision for their future,Default Inference,nodeset6225,115395,26771,115418,True,MP,MP,MP
310,MP : And they’re descending personally into financial chaos,MP : they're having to rely on others,they’re descending personally into financial chaos,they're having to rely on others,Default Inference,nodeset6225,115395,26772,115418,True,MP,MP,MP
311,"MB : Michael Portillo, are you a saver or a debtor?","CL : Well, I'm not in debt at the moment",Michael Portillo is a saver / a debtor,CL's not in debt at the moment,Default Rephrase,nodeset6225,115380,115410,115421,True,MB,CL,CL
312,"MB : Michael Portillo, are you a saver or a debtor?",CL : I have been in the past,Michael Portillo is a saver / a debtor,CL's been in the past,Default Rephrase,nodeset6225,115380,115423,115421,True,MB,CL,CL
313,MB : And is there a moral distinction between the two?,CL : And I have to say it made me feel very uncomfortable in a sort of moral kind of way,there is/ is not a moral distinction between the two,it made CL feel very uncomfortable in a sort of moral kind of way,Default Rephrase,nodeset6225,115381,115427,115432,False,MB,CL,CL
314,CL : And I have to say it made me feel very uncomfortable in a sort of moral kind of way,"CL :  And this may be because there is a deep moral instinct which says that the whole business of lending and borrowing is a highly moral area, or, if you like, a dangerous moral area",it made CL feel very uncomfortable in a sort of moral kind of way,"there is a deep moral instinct which says that the whole business of lending and borrowing is a highly moral area, or, if you like, a dangerous moral area",Default Inference,nodeset6225,115427,115434,115439,False,CL,CL,CL
