,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,locution_conclusion,locution_premise,conclusion,premise,connection,nodeset_id,id_conclusion,id_premise,id_connection,argument_linked,speaker_conclusion,speaker_premise,speaker,Text,same_speakers,different_speakers,Words,Num_words,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,num care.virtue,num care.vice,num fairness.virtue,num fairness.vice,num loyalty.virtue,num loyalty.vice,num authority.virtue,num authority.vice,num sanctity.virtue,num sanctity.vice,contains_care_virtue,contains_care_vice,contains_fairness_virtue,contains_fairness_vice,contains_sanctity_virtue,contains_sanctity_vice,contains_authority_virtue,contains_authority_vice,contains_loyalty_virtue,contains_loyalty_vice,no moral foundation words
188,188,188,198,They want voters who feel artificially rich,because voters who feel artificially rich will probably vote for the incumbent,They want voters who feel artificially rich,voters who feel artificially rich will probably vote for the incumbent,RA,nodeset6165,33986,33987,114591,False,MP,MP,MP,"because voters who feel artificially rich will probably vote for the incumbent,They want voters who feel artificially rich",True,False,"['because', 'voter', 'who', 'feel', 'artificially', 'rich', 'will', 'probably', 'vote', 'for', 'the', 'incumbent', 'they', 'want', 'voter', 'who', 'feel', 'artificially', 'rich']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189,189,189,199,But it’s so insulting,"Because they think that the only way they can win the hearts and minds of the demos [0:40:06], which has not been true economically, is to buy us off with a sub-prime mortgage and a cheap sofa.",it’s so insulting,"they think that the only way they can win the hearts and minds of the demos [0:40:06], which has not been true economically, is to buy us off with a sub-prime mortgage and a cheap sofa.",RA,nodeset6165,34014,34015,114597,True,CF,CF,CF,"Because they think that the only way they can win the hearts and minds of the demos [0:40:06], which has not been true economically, is to buy us off with a sub-prime mortgage and a cheap sofa.,But it’s so insulting",True,False,"['because', 'they', 'think', 'that', 'the', 'only', 'way', 'they', 'can', 'win', 'the', 'heart', 'and', 'mind', 'of', 'the', 'demos', 'which', 'have', 'not', 'be', 'true', 'economically', 'be', 'to', 'buy', 'we', 'off', 'with', 'a', 'sub', 'prime', 'mortgage', 'and', 'a', 'cheap', 'sofa', 'but', 'it', '’', 'so', 'insulting']",42,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
190,190,190,200,"I mean one of the things that strikes me about this is that when you have incumbent governments, and they see that consumer credit boom mushrooming and mushrooming, what do they do?",They don’t want to stop it,"when you have incumbent governments, and they see that consumer credit boom mushrooming and mushrooming, they do xxx",They don’t want to stop it,MA,nodeset6165,114578,33984,114610,False,MP,MP,MP,"They don’t want to stop it,I mean one of the things that strikes me about this is that when you have incumbent governments, and they see that consumer credit boom mushrooming and mushrooming, what do they do?",True,False,"['they', 'do', 'not', 'want', 'to', 'stop', 'it', 'I', 'mean', 'one', 'of', 'the', 'thing', 'that', 'strike', 'I', 'about', 'this', 'be', 'that', 'when', 'you', 'have', 'incumbent', 'government', 'and', 'they', 'see', 'that', 'consumer', 'credit', 'boom', 'mushroom', 'and', 'mushroom', 'what', 'do', 'they', 'do']",39,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,191,191,201,They don’t want to stop it,because they want voters,They don’t want to stop it,they want voters,RA,nodeset6165,33984,114612,114617,False,MP,MP,MP,"because they want voters,They don’t want to stop it",True,False,"['because', 'they', 'want', 'voter', 'they', 'do', 'not', 'want', 'to', 'stop', 'it']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,192,192,202,But it’s so insulting,I mean actually what you need to do is to take people seriously.,it’s so insulting,what you need to do is to take people seriously.,RA,nodeset6165,34014,114593,114597,True,CF,CF,CF,"I mean actually what you need to do is to take people seriously.,But it’s so insulting",True,False,"['I', 'mean', 'actually', 'what', 'you', 'need', 'to', 'do', 'be', 'to', 'take', 'people', 'seriously', 'but', 'it', '’', 'so', 'insulting']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,193,193,203,"All I'm saying is if we’re going to discuss morality, we have to discuss the immorality of political leaders.",But it’s so insulting,"if we’re going to discuss morality, we have to discuss the immorality of political leaders.",it’s so insulting,RA,nodeset6165,114600,34014,114622,False,MP,CF,CF,"But it’s so insulting,All I'm saying is if we’re going to discuss morality, we have to discuss the immorality of political leaders.",False,True,"['but', 'it', '’', 'so', 'insult', 'all', 'I', 'm', 'say', 'be', 'if', 'we', '’', 're', 'go', 'to', 'discuss', 'morality', 'we', 'have', 'to', 'discuss', 'the', 'immorality', 'of', 'political', 'leader']",27,,,,,,,leader,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
194,194,194,204,"All I'm saying is if we’re going to discuss morality, we have to discuss the immorality of political leaders.",It was their avoidance of being democrats and trying to win us politically,"if we’re going to discuss morality, we have to discuss the immorality of political leaders.",It was their avoidance of being democrats and trying to win us politically,RA,nodeset6165,114600,34034,114624,False,MP,CF,CF,"It was their avoidance of being democrats and trying to win us politically,All I'm saying is if we’re going to discuss morality, we have to discuss the immorality of political leaders.",False,True,"['it', 'be', 'their', 'avoidance', 'of', 'be', 'democrat', 'and', 'try', 'to', 'win', 'we', 'politically', 'all', 'I', 'm', 'say', 'be', 'if', 'we', '’', 're', 'go', 'to', 'discuss', 'morality', 'we', 'have', 'to', 'discuss', 'the', 'immorality', 'of', 'political', 'leader']",35,,,,,,,leader,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
195,195,195,205,And I think that also though goes back to the state of the economy,"Because the fact is, if living standards aren’t going up what you do is you let people borrow money",that also though goes back to the state of the economy,"the fact is, if living standards aren’t going up what you do is you let people borrow money",RA,nodeset6166,34071,34072,114633,False,MT,MT,MT,"Because the fact is, if living standards aren’t going up what you do is you let people borrow money,And I think that also though goes back to the state of the economy",True,False,"['because', 'the', 'fact', 'be', 'if', 'living', 'standard', 'be', 'not', 'go', 'up', 'what', 'you', 'do', 'be', 'you', 'let', 'people', 'borrow', 'money', 'and', 'I', 'think', 'that', 'also', 'though', 'go', 'back', 'to', 'the', 'state', 'of', 'the', 'economy']",34,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,196,196,206,"Because the fact is, if living standards aren’t going up what you do is you let people borrow money",because it keeps them happy,"the fact is, if living standards aren’t going up what you do is you let people borrow money",it keeps them happy,RA,nodeset6166,34072,34073,114636,False,MT,MT,MT,"because it keeps them happy,Because the fact is, if living standards aren’t going up what you do is you let people borrow money",True,False,"['because', 'it', 'keep', 'they', 'happy', 'because', 'the', 'fact', 'be', 'if', 'living', 'standard', 'be', 'not', 'go', 'up', 'what', 'you', 'do', 'be', 'you', 'let', 'people', 'borrow', 'money']",25,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,197,197,207,"And I think the dismantling of those social norms, and those laws, have made us vulnerable",Human beings are not very good at the long-term,"the dismantling of those social norms, and those laws, have made us vulnerable",Human beings are not very good at the long-term,RA,nodeset6166,34077,34076,114639,False,MT,MT,MT,"Human beings are not very good at the long-term,And I think the dismantling of those social norms, and those laws, have made us vulnerable",True,False,"['human', 'being', 'be', 'not', 'very', 'good', 'at', 'the', 'long', 'term', 'and', 'I', 'think', 'the', 'dismantling', 'of', 'those', 'social', 'norm', 'and', 'those', 'law', 'have', 'make', 'we', 'vulnerable']",26,vulnerable,vulnerable,law,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
198,198,198,208,"Because the fact is, if living standards aren’t going up what you do is you let people borrow money",Because the fundamentals of the economy aren’t generating what you want,"the fact is, if living standards aren’t going up what you do is you let people borrow money",the fundamentals of the economy aren’t generating what you want,RA,nodeset6166,34072,114643,114648,False,MT,MT,MT,"Because the fundamentals of the economy aren’t generating what you want,Because the fact is, if living standards aren’t going up what you do is you let people borrow money",True,False,"['because', 'the', 'fundamental', 'of', 'the', 'economy', 'be', 'not', 'generate', 'what', 'you', 'want', 'because', 'the', 'fact', 'be', 'if', 'living', 'standard', 'be', 'not', 'go', 'up', 'what', 'you', 'do', 'be', 'you', 'let', 'people', 'borrow', 'money']",32,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,199,199,209,And I think that also though goes back to the state of the economy,"But going back to a personal level, I do believe that as a society we had created a set of social norms and values which protected us from our innate short-termism",that also though goes back to the state of the economy,as a society we had created a set of social norms and values which protected us from our innate short-termism,RA,nodeset6166,34071,34075,114654,False,MT,MT,MT,"But going back to a personal level, I do believe that as a society we had created a set of social norms and values which protected us from our innate short-termism,And I think that also though goes back to the state of the economy",True,False,"['but', 'go', 'back', 'to', 'a', 'personal', 'level', 'I', 'do', 'believe', 'that', 'as', 'a', 'society', 'we', 'have', 'create', 'a', 'set', 'of', 'social', 'norm', 'and', 'value', 'which', 'protect', 'we', 'from', 'our', 'innate', 'short', 'termism', 'and', 'I', 'think', 'that', 'also', 'though', 'go', 'back', 'to', 'the', 'state', 'of', 'the', 'economy']",46,protect,,,,,,protect,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
200,200,200,210,"But going back to a personal level, I do believe that as a society we had created a set of social norms and values which protected us from our innate short-termism",Human beings are not very good at the long-term,as a society we had created a set of social norms and values which protected us from our innate short-termism,Human beings are not very good at the long-term,RA,nodeset6166,34075,34076,114657,False,MT,MT,MT,"Human beings are not very good at the long-term,But going back to a personal level, I do believe that as a society we had created a set of social norms and values which protected us from our innate short-termism",True,False,"['human', 'being', 'be', 'not', 'very', 'good', 'at', 'the', 'long', 'term', 'but', 'go', 'back', 'to', 'a', 'personal', 'level', 'I', 'do', 'believe', 'that', 'as', 'a', 'society', 'we', 'have', 'create', 'a', 'set', 'of', 'social', 'norm', 'and', 'value', 'which', 'protect', 'we', 'from', 'our', 'innate', 'short', 'termism']",42,protect,,,,,,protect,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
201,201,201,211,"And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?","In general, society does","xxx is who suffers most from the lack of moral hazard, the perceived lack of moral hazard","In general, society does",MA,nodeset6166,114670,34146,114676,False,MB,Clifford,Clifford,"In general, society does,And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?",False,True,"['in', 'general', 'society', 'do', 'and', 'who', 'suffer', 'most', 'from', 'the', 'lack', 'of', 'moral', 'hazard', 'the', 'perceive', 'lack', 'of', 'moral', 'hazard']",20,,suffer,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
202,202,202,212,"And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?","In general, society does","xxx is who suffers most from the lack of moral hazard, the perceived lack of moral hazard","In general, society does",MA,nodeset6166,114670,34146,114676,False,MB,CF,CF,"In general, society does,And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?",False,True,"['in', 'general', 'society', 'do', 'and', 'who', 'suffer', 'most', 'from', 'the', 'lack', 'of', 'moral', 'hazard', 'the', 'perceive', 'lack', 'of', 'moral', 'hazard']",20,,suffer,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
203,203,203,213,"And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?","In general, society does","xxx is who suffers most from the lack of moral hazard, the perceived lack of moral hazard","In general, society does",MA,nodeset6166,114670,34146,114676,False,MB,Clifford,Clifford,"In general, society does,And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?",False,True,"['in', 'general', 'society', 'do', 'and', 'who', 'suffer', 'most', 'from', 'the', 'lack', 'of', 'moral', 'hazard', 'the', 'perceive', 'lack', 'of', 'moral', 'hazard']",20,,suffer,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
204,204,204,214,"And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?","In general, society does","xxx is who suffers most from the lack of moral hazard, the perceived lack of moral hazard","In general, society does",MA,nodeset6166,114670,34146,114676,False,MB,CF,CF,"In general, society does,And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?",False,True,"['in', 'general', 'society', 'do', 'and', 'who', 'suffer', 'most', 'from', 'the', 'lack', 'of', 'moral', 'hazard', 'the', 'perceive', 'lack', 'of', 'moral', 'hazard']",20,,suffer,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
205,205,205,215,"In general, society does","Sorry, benefit or...?","In general, society does",society benefits/ society suffers,MA,nodeset6166,34146,114680,114682,False,Clifford,MB,Clifford,"Sorry, benefit or...?,In general, society does",False,True,"['sorry', 'benefit', 'or', 'in', 'general', 'society', 'do']",7,benefit,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
206,206,206,216,"In general, society does","Sorry, benefit or...?","In general, society does",society benefits/ society suffers,MA,nodeset6166,34146,114680,114682,False,CF,MB,CF,"Sorry, benefit or...?,In general, society does",False,True,"['sorry', 'benefit', 'or', 'in', 'general', 'society', 'do']",7,benefit,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,207,207,217,And it seems to me that that’s a distinction that we’ve somehow lost.,"I think a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”",that’s a distinction that we’ve somehow lost,"a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”",RA,nodeset6174,114757,114758,114769,False,MT,MP,MP,"I think a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”,And it seems to me that that’s a distinction that we’ve somehow lost.",False,True,"['I', 'think', 'a', 'lot', 'of', 'listener', 'will', 'be', 'think', 'what', 'be', 'the', 'point', 'of', 'be', 'prudent', 'there', '’', 'no', 'reward', 'for', 'it', 'whatsoever', 'and', 'it', 'seem', 'to', 'I', 'that', 'that', '’', 'a', 'distinction', 'that', 'we', '’', 've', 'somehow', 'lose']",39,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,208,208,218,Can you lend me a fiver Michael?,"I think a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”",Michael Portillo should lend Michael Buerk a fiver,"a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”",RA,nodeset6174,114759,114758,114771,False,MB,MP,MB,"I think a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”,Can you lend me a fiver Michael?",False,True,"['I', 'think', 'a', 'lot', 'of', 'listener', 'will', 'be', 'think', 'what', 'be', 'the', 'point', 'of', 'be', 'prudent', 'there', '’', 'no', 'reward', 'for', 'it', 'whatsoever', 'can', 'you', 'lend', 'I', 'a', 'fiver', 'michael']",30,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,209,209,219,"I didn’t mean to say that, if it came across as that, at all",No,"SR didn’t mean to say that, if it came across as that, at all",it's not a very important thing to do,RA,nodeset6197,114780,30151,114782,False,SR,SR,SR,"No,I didn’t mean to say that, if it came across as that, at all",True,False,"['no', 'I', 'do', 'not', 'mean', 'to', 'say', 'that', 'if', 'it', 'come', 'across', 'as', 'that', 'at', 'all']",16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,210,210,220,What worries me is that we are getting to the point where debt is simply going out of control,"household debt is about £55,000",we are getting to the point where debt is simply going out of control,"household debt is about £55,000",RA,nodeset6197,30161,30164,114789,False,SR,MP,MP,"household debt is about £55,000,What worries me is that we are getting to the point where debt is simply going out of control",False,True,"['household', 'debt', 'be', 'about', '£', 'what', 'worry', 'I', 'be', 'that', 'we', 'be', 'get', 'to', 'the', 'point', 'where', 'debt', 'be', 'simply', 'go', 'out', 'of', 'control']",24,,,,,,,control,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
211,211,211,221,"I mean, first of all, do you think it’s a very important thing to do?",No,it’s / it's not a very important thing to do,it's not a very important thing to do,MA,nodeset6197,114775,30151,114792,False,MP,SR,SR,"No,I mean, first of all, do you think it’s a very important thing to do?",False,True,"['no', 'I', 'mean', 'first', 'of', 'all', 'do', 'you', 'think', 'it', '’', 'a', 'very', 'important', 'thing', 'to', 'do']",17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,212,212,222,"I didn’t mean to say that, if it came across as that, at all",What worries me is that we are getting to the point where debt is simply going out of control,"SR didn’t mean to say that, if it came across as that, at all",we are getting to the point where debt is simply going out of control,RA,nodeset6197,114780,30161,114794,False,SR,SR,SR,"What worries me is that we are getting to the point where debt is simply going out of control,I didn’t mean to say that, if it came across as that, at all",True,False,"['what', 'worry', 'I', 'be', 'that', 'we', 'be', 'get', 'to', 'the', 'point', 'where', 'debt', 'be', 'simply', 'go', 'out', 'of', 'control', 'I', 'do', 'not', 'mean', 'to', 'say', 'that', 'if', 'it', 'come', 'across', 'as', 'that', 'at', 'all']",34,,,,,,,control,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
213,213,213,223,Why be so worried about restoring stigma?,"Well, what I don’t want to see is a return necessarily to debtors’ prison",SR should not be so worried about restoring stigma,what SR doesn't want to see is a return necessarily to debtors’ prison,CA,nodeset6215,115044,115046,115049,True,MP,SR,SR,"Well, what I don’t want to see is a return necessarily to debtors’ prison,Why be so worried about restoring stigma?",False,True,"['well', 'what', 'I', 'do', 'not', 'want', 'to', 'see', 'be', 'a', 'return', 'necessarily', 'to', 'debtor', '’', 'prison', 'why', 'be', 'so', 'worried', 'about', 'restore', 'stigma']",23,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,214,214,224,Why be so worried about restoring stigma?,"I mean, I would have thought quite broadly in society, some of the problems we have is that behaviours which are self-destructive, and also anti-social, are not stigmatised",SR should not be so worried about restoring stigma,"quite broadly in society, some of the problems we have is that behaviours which are self-destructive, and also anti-social, are not stigmatised",RA,nodeset6215,115044,30220,115060,False,MP,MP,MP,"I mean, I would have thought quite broadly in society, some of the problems we have is that behaviours which are self-destructive, and also anti-social, are not stigmatised,Why be so worried about restoring stigma?",True,False,"['I', 'mean', 'I', 'would', 'have', 'think', 'quite', 'broadly', 'in', 'society', 'some', 'of', 'the', 'problem', 'we', 'have', 'be', 'that', 'behaviour', 'which', 'be', 'self', 'destructive', 'and', 'also', 'anti', 'social', 'be', 'not', 'stigmatise', 'why', 'be', 'so', 'worried', 'about', 'restore', 'stigma']",37,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215,215,215,225,Why be so worried about restoring stigma?,But I don’t think we’re even facing up to the actual problem,SR should not be so worried about restoring stigma,we aren't even facing up to the actual problem,CA,nodeset6215,115044,30236,115049,True,MP,SR,SR,"But I don’t think we’re even facing up to the actual problem,Why be so worried about restoring stigma?",False,True,"['but', 'I', 'do', 'not', 'think', 'we', '’', 're', 'even', 'face', 'up', 'to', 'the', 'actual', 'problem', 'why', 'be', 'so', 'worried', 'about', 'restore', 'stigma']",22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216,216,216,226,But I don’t think we’re even facing up to the actual problem,"You talk about this £55,000 of debt",we aren't even facing up to the actual problem,"MP : £55,000 of debt",RA,nodeset6215,30236,30241,115064,True,SR,SR,SR,"You talk about this £55,000 of debt,But I don’t think we’re even facing up to the actual problem",True,False,"['you', 'talk', 'about', 'this', '£', 'of', 'debt', 'but', 'I', 'do', 'not', 'think', 'we', '’', 're', 'even', 'face', 'up', 'to', 'the', 'actual', 'problem']",22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,217,217,227,But I don’t think we’re even facing up to the actual problem,"Morgan Stanley have pointed out if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income",we aren't even facing up to the actual problem,"Morgan Stanley : if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income",RA,nodeset6215,30236,115067,115064,True,SR,SR,SR,"Morgan Stanley have pointed out if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income,But I don’t think we’re even facing up to the actual problem",True,False,"['morgan', 'stanley', 'have', 'point', 'out', 'if', 'you', 'add', 'up', 'all', 'the', 'debt', 'from', 'all', 'the', 'sector', 'in', 'the', 'economy', 'we', '’', 're', 'actually', 'have', 'time', 'our', 'annual', 'income', 'but', 'I', 'do', 'not', 'think', 'we', '’', 're', 'even', 'face', 'up', 'to', 'the', 'actual', 'problem']",43,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,218,218,228,"£55,000 of debt","if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income","£55,000 of debt","if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income",CA,nodeset6215,30239,30244,115072,False,MP,Morgan Stanley,Morgan Stanley,"if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income,£55,000 of debt",False,True,"['if', 'you', 'add', 'up', 'all', 'the', 'debt', 'from', 'all', 'the', 'sector', 'in', 'the', 'economy', 'we', '’', 're', 'actually', 'have', 'time', 'our', 'annual', 'income', '£', 'of', 'debt']",26,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219,219,219,229,"That means that every single man, woman and child in this country is now £240,000 in debt","if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income","every single man, woman and child in this country is now £240,000 in debt","if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income",RA,nodeset6215,30253,30244,115075,False,SR,Morgan Stanley,SR,"if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income,That means that every single man, woman and child in this country is now £240,000 in debt",False,True,"['if', 'you', 'add', 'up', 'all', 'the', 'debt', 'from', 'all', 'the', 'sector', 'in', 'the', 'economy', 'we', '’', 're', 'actually', 'have', 'time', 'our', 'annual', 'income', 'that', 'mean', 'that', 'every', 'single', 'man', 'woman', 'and', 'child', 'in', 'this', 'country', 'be', 'now', '£', 'in', 'debt']",40,child,,,,country,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
220,220,220,230,But I don’t think we’re even facing up to the actual problem,"That means that every single man, woman and child in this country is now £240,000 in debt",we aren't even facing up to the actual problem,"every single man, woman and child in this country is now £240,000 in debt",RA,nodeset6215,30236,30253,115064,True,SR,SR,SR,"That means that every single man, woman and child in this country is now £240,000 in debt,But I don’t think we’re even facing up to the actual problem",True,False,"['that', 'mean', 'that', 'every', 'single', 'man', 'woman', 'and', 'child', 'in', 'this', 'country', 'be', 'now', '£', 'in', 'debt', 'but', 'I', 'do', 'not', 'think', 'we', '’', 're', 'even', 'face', 'up', 'to', 'the', 'actual', 'problem']",32,child,,,,country,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
221,221,221,231,"And if you just take the taxpayers, that is half a million pounds of debt that we all have","if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income","if you just take the taxpayers, that is half a million pounds of debt that we all have","if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income",RA,nodeset6215,30260,30244,115078,False,SR,Morgan Stanley,SR,"if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income,And if you just take the taxpayers, that is half a million pounds of debt that we all have",False,True,"['if', 'you', 'add', 'up', 'all', 'the', 'debt', 'from', 'all', 'the', 'sector', 'in', 'the', 'economy', 'we', '’', 're', 'actually', 'have', 'time', 'our', 'annual', 'income', 'and', 'if', 'you', 'just', 'take', 'the', 'taxpayer', 'that', 'be', 'half', 'a', 'million', 'pound', 'of', 'debt', 'that', 'we', 'all', 'have']",42,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,222,222,232,But I don’t think we’re even facing up to the actual problem,"And if you just take the taxpayers, that is half a million pounds of debt that we all have",we aren't even facing up to the actual problem,"if you just take the taxpayers, that is half a million pounds of debt that we all have",RA,nodeset6215,30236,30260,115064,True,SR,SR,SR,"And if you just take the taxpayers, that is half a million pounds of debt that we all have,But I don’t think we’re even facing up to the actual problem",True,False,"['and', 'if', 'you', 'just', 'take', 'the', 'taxpayer', 'that', 'be', 'half', 'a', 'million', 'pound', 'of', 'debt', 'that', 'we', 'all', 'have', 'but', 'I', 'do', 'not', 'think', 'we', '’', 're', 'even', 'face', 'up', 'to', 'the', 'actual', 'problem']",34,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,223,223,233,Now it’s not necessarily solely a moral question,"And if you just take the taxpayers, that is half a million pounds of debt that we all have",it’s not necessarily solely a moral question,"if you just take the taxpayers, that is half a million pounds of debt that we all have",RA,nodeset6215,115055,30260,115080,False,SR,SR,SR,"And if you just take the taxpayers, that is half a million pounds of debt that we all have,Now it’s not necessarily solely a moral question",True,False,"['and', 'if', 'you', 'just', 'take', 'the', 'taxpayer', 'that', 'be', 'half', 'a', 'million', 'pound', 'of', 'debt', 'that', 'we', 'all', 'have', 'now', 'it', '’', 'not', 'necessarily', 'solely', 'a', 'moral', 'question']",28,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,224,224,234,But I don’t think we’re even facing up to the actual problem,Now it’s not necessarily solely a moral question,we aren't even facing up to the actual problem,it’s not necessarily solely a moral question,RA,nodeset6215,30236,115055,115064,True,SR,SR,SR,"Now it’s not necessarily solely a moral question,But I don’t think we’re even facing up to the actual problem",True,False,"['now', 'it', '’', 'not', 'necessarily', 'solely', 'a', 'moral', 'question', 'but', 'I', 'do', 'not', 'think', 'we', '’', 're', 'even', 'face', 'up', 'to', 'the', 'actual', 'problem']",24,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,225,225,235,But that has become incredibly dangerous and insupportable.,I know we’re here to discuss the morality,that has become incredibly dangerous and insupportable,we’re here to discuss the morality,RA,nodeset6215,30266,115082,115087,True,SR,SR,SR,"I know we’re here to discuss the morality,But that has become incredibly dangerous and insupportable.",True,False,"['I', 'know', 'we', '’', 're', 'here', 'to', 'discuss', 'the', 'morality', 'but', 'that', 'have', 'become', 'incredibly', 'dangerous', 'and', 'insupportable']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,226,226,236,But that has become incredibly dangerous and insupportable.,Now it’s not necessarily solely a moral question,that has become incredibly dangerous and insupportable,it’s not necessarily solely a moral question,RA,nodeset6215,30266,115055,115087,True,SR,SR,SR,"Now it’s not necessarily solely a moral question,But that has become incredibly dangerous and insupportable.",True,False,"['now', 'it', '’', 'not', 'necessarily', 'solely', 'a', 'moral', 'question', 'but', 'that', 'have', 'become', 'incredibly', 'dangerous', 'and', 'insupportable']",17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
